20200208,闵行,吴泾,精装两房，满五唯一，楼层好，采光好，诚心出售,320万,2室2厅 | 79.25平米 | 南 | 精装 | 中楼层(共6层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-a52f20f7-059d-40ae-8ae1-382736253dee.png.296x216.jpg
20200208,闵行,吴泾,龙吴路5599弄  诚意出售 随时可签 看房有钥匙 毛坯房,180万,2室1厅 | 60.81平米 | 南 | 毛坯 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-0e1e030c-00f0-45c6-8b13-c093fc47ca4c.jpg.296x216.jpg
20200208,闵行,吴泾,满五年唯一，南北格局，楼层好，采光充足，交通便利房主自荐,157万,2室1厅 | 51.81平米 | 南 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-e710be8d-0258-457c-902d-6ec1fe03c937.jpg.296x216.jpg
20200208,闵行,吴泾,双柏小区 一梯两户 中间楼层 看房方便 诚心出售房主自荐,195万,2室1厅 | 59.83平米 | 南 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-7402a80a-7d74-4959-9e73-8bef36a00fbe.jpg.296x216.jpg
20200208,闵行,吴泾,氯碱小区 2室1厅 175万,175万,2室1厅 | 56.95平米 | 南 北 | 其他 | 高楼层(共6层) | 1988年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_oQD4qybv4_1.jpg.296x216.jpg
20200208,闵行,吴泾,诚售：  新华小区全明两房，满五唯一税费少，看房方便房主自荐,240万,2室1厅 | 80.36平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_qouhL8gI5_1.jpg.296x216.jpg
20200208,闵行,吴泾,双柏小区 2室1厅 220万,220万,2室1厅 | 73.67平米 | 南 | 其他 | 中楼层(共6层) | 1990年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_rrZXQhPZh_1.jpg.296x216.jpg
20200208,闵行,吴泾,急卖房：吴泾新村三房满五年唯一，价格可谈,230万,3室1厅 | 91.2平米 | 南 | 简装 | 中楼层(共5层) | 1960年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-cb24cb52-713e-43f3-b485-61b293daeac3.jpg.296x216.jpg
20200208,闵行,吴泾,永德小区 南北两房 全明户型 满五唯一 价格可谈房主自荐,150万,2室0厅 | 51.66平米 | 南 西南 | 毛坯 | 高楼层(共6层) | 1987年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-572e0ce7-c881-42f4-9bb7-2514f6a2227a.jpg.296x216.jpg
20200208,闵行,吴泾,紫晶南园 3室2厅 398万,398万,3室2厅 | 105.45平米 | 南 | 精装 | 高楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_xkeXWPQXK_1.jpg.296x216.jpg
20200208,闵行,吴泾,新房交付  从未入住  精装全配  看房提前预约,650万,3室2厅 | 104.56平米 | 南 | 精装 | 高楼层(共15层)  | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_LwFjpFg5J_1.jpg.296x216.jpg
20200208,闵行,吴泾,嘉怡水岸 精装两房 保养好 位置佳,415万,2室2厅 | 93.13平米 | 南 北 | 其他 | 低楼层(共12层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_0Es9rcSyi_1.jpg.296x216.jpg
20200208,闵行,吴泾,楼层好，适合一家人居住，有客户出价可收定，客厅宽阔,316万,2室2厅 | 95.69平米 | 南 | 简装 | 低楼层(共6层) | 1999年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_ypxRgMUKq_1.jpg.296x216.jpg
20200208,闵行,吴泾,紫晶南园 2室2厅 315万,315万,2室2厅 | 80.42平米 | 南 北 | 其他 | 中楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_vorFBbpsz_1.jpg.296x216.jpg
20200208,闵行,吴泾,满五唯一，诚心出售，看房方便。,260万,2室1厅 | 95.69平米 | 南 | 简装 | 高楼层(共6层) | 1999年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_zeVkkvI1e_1.jpg.296x216.jpg
20200208,闵行,吴泾,嘉怡水岸(公寓) 2室2厅 415万,415万,2室2厅 | 92.93平米 | 南 北 | 精装 | 高楼层(共15层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_zlkqBl0mf_1.jpg.296x216.jpg
20200208,闵行,吴泾,紫晶南园 3室2厅 425万,425万,3室2厅 | 117.88平米 | 南 | 精装 | 中楼层(共6层) | 2005年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_fUa88YiJ7_1.jpg.296x216.jpg
20200208,闵行,吴泾,顶楼带阁楼  楼下三房 户型好 楼上书房储藏室,376万,3室2厅 | 105.45平米 | 南 | 精装 | 高楼层(共6层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_M8hOhAkDI_1.jpg.296x216.jpg
20200208,闵行,吴泾,嘉怡水岸(公寓) 2室2厅 405万,405万,2室2厅 | 93.18平米 | 南 | 精装 | 低楼层(共18层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_NsbLhKAZI_1.jpg.296x216.jpg
20200208,闵行,吴泾,通海小区 简单装修 三居室 看房方便,270万,3室1厅 | 84.56平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_uZR7ZtYQk_1.jpg.296x216.jpg
20200208,闵行,吴泾,好房推荐 龙吴路5599弄双南两房精装修，一楼带双天井,240万,2室1厅 | 76.43平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_11k6TEvnC_1.jpg.296x216.jpg
20200208,闵行,吴泾,吴泾新村 3室0厅 215万,215万,3室0厅 | 82平米 | 南 | 精装 | 中楼层(共5层) | 1958年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Os4sj99kL_1.jpg.296x216.jpg
20200208,闵行,吴泾,紫竹半岛花园 3室2厅 645万,645万,3室2厅 | 104.65平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_bOkn9fWTj_1.jpg.296x216.jpg
20200208,闵行,吴泾,吴泾 虹梅新苑 电梯大三房 诚心出售 看房方便,478万,3室2厅 | 126.05平米 | 南 北 | 精装 | 低楼层(共18层) | 2008年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_RBZMLjd1n_1.jpg.296x216.jpg
20200208,闵行,吴泾,南北格局，采光好 视野开阔，业主诚心出售,635万,3室2厅 | 104.5平米 | 南 | 其他 | 低楼层(共15层)  | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_oxb1S9Wt0_1.jpg.296x216.jpg
20200208,闵行,吴泾,大三房，户型正气，中间楼层，全明户型，采光好,290万,3室1厅 | 86.23平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_BsgmH3a5y_1.jpg.296x216.jpg
20200208,闵行,吴泾,现代苑 2室2厅 296万,296万,2室2厅 | 87.69平米 | 南 | 简装 | 低楼层(共6层) | 2003年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_y54wtZtGX_1.jpg.296x216.jpg
20200208,闵行,吴泾,嘉怡水岸大两房，中间楼层，价格合适,395万,2室2厅 | 93.12平米 | 南 | 毛坯 | 中楼层(共11层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-9a88685c-b47f-430c-84d3-ea51c24f4428.jpg.296x216.jpg
20200208,闵行,吴泾,嘉怡水岸，满五唯一，中间楼层，正宗南北通两房,375万,2室2厅 | 90.78平米 | 南 北 | 精装 | 中楼层(共17层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_HdjDwNUtx_1.jpg.296x216.jpg
20200208,闵行,吴泾,新华小区 采光好 拎包入住随时可谈,186万,1室1厅 | 60.63平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_lkw9iMs1J_1.jpg.296x216.jpg
20200208,闵行,吴泾,满五唯一，电梯二房，设施齐全，自住精装保养好,375万,2室2厅 | 99.45平米 | 南 北 | 精装 | 低楼层(共8层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_2NjilgpJU_1.jpg.296x216.jpg
20200208,闵行,吴泾,虹梅景苑一街坊 动迁免增值税 南北通透 楼层位置好,375万,2室2厅 | 93.8平米 | 南 北 | 简装 | 中楼层(共12层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_Eahc002yo_1.jpg.296x216.jpg
20200208,闵行,吴泾,吴泾步行街 永德小区 中间楼层精装两房房主自荐,176万,2室0厅 | 50.12平米 | 南 北 | 精装 | 中楼层(共5层) | 1982年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_JqewxQ4cV_1.jpg.296x216.jpg
20200208,闵行,吴泾,枫桦景苑 电梯两房 景观位置 视野开阔,380万,2室2厅 | 98.94平米 | 南 | 精装 | 高楼层(共9层) | 2006年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_PNJu3L7Lr_1.jpg.296x216.jpg
20200208,闵行,吴泾,电梯南北大两房，中间楼层，位置好，看中价格可谈！,366万,2室2厅 | 99.12平米 | 南 北 | 简装 | 中楼层(共14层) | 2007年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_GqG4CMpAN_1.jpg.296x216.jpg
20200208,闵行,吴泾,双柏小区 好户型 精装修 采光好 诚心出售 看房方便,210万,2室1厅 | 73.67平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-2e87e4a4-ff70-4bef-896a-e169f844075e.jpg.296x216.jpg
20200208,闵行,吴泾,万科阳光苑 三期小三房 装修好 一楼带花园 采光好,375万,3室1厅 | 90.3平米 | 南 | 精装 | 低楼层(共14层) | 2011年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-198d46ac-54e8-4986-8871-86eec52d061e.jpg.296x216.jpg
20200208,闵行,吴泾,嘉怡水岸 一房出售 看房方便 位置佳房主自荐,308万,1室2厅 | 76.59平米 | 南 | 毛坯 | 中楼层(共17层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_gmgiPnuCZ_1.jpg.296x216.jpg
20200208,闵行,吴泾,万科阳光苑 3房1厅 中高楼层 满五年 视野开阔,355万,3室1厅 | 89.28平米 | 南 | 其他 | 高楼层(共14层) | 2009年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_5VsXvoMJS_1.jpg.296x216.jpg
20200208,闵行,吴泾,满五年唯一 两房朝南全明户型  适合居家养老楼层,168万,2室1厅 | 52.9平米 | 南 | 简装 | 低楼层(共6层) | 1992年建 | 板楼,https://image1.ljcdn.com/310000-inspection/pc1_tH1U5GDC5_1.jpg.296x216.jpg
20200208,闵行,吴泾,满5唯一，看房随时，一梯三户，小区当中位置，,126万,1室1厅 | 39.14平米 | 南 | 简装 | 高楼层(共6层) | 1989年建 | 板楼,https://image1.ljcdn.com/310000-inspection/test-b3c485e5-d61c-4415-85bf-f10267ae4c3d.png.296x216.jpg
20200208,闵行,吴泾,嘉怡水岸 电梯南北通透   景观房！,475万,2室2厅 | 107.09平米 | 南 北 | 精装 | 低楼层(共18层) | 2013年建 | 板楼,https://image1.ljcdn.com/310000-inspection/prod-6cfb541f-2bf7-430e-8c23-e655e3344748.jpg.296x216.jpg
